s1000d_uri,s1000d_label,s1000d_context,pipeline_selected_uri,pipeline_confidence,pipeline_method,selected_label,selected_context,candidate_1_uri,candidate_1_label,candidate_1_score,candidate_2_uri,candidate_2_label,candidate_2_score,candidate_3_uri,candidate_3_label,candidate_3_score,candidate_4_uri,candidate_4_label,candidate_4_score,candidate_5_uri,candidate_5_label,candidate_5_score,is_match_manual,correct_match_uri,notes
http://my-company.com/s1000d/S1000DBIKE-AAA-DA4-1-0-241,Chain - Oil,"S1000DBIKE > AAA > DA4 > 1 > 0 > 241 > Chain - Oil | TPSMG UK, 2003-2010 Government License - TPSMG 001 Dry Lube is a very dangerous substance. Do not get it onto your skin. 
Use it in a well ventilat",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#HandlebarGrip,HandlebarGrip,0.007,http://purl.org/ontology/bikeo#hollowgram-save-systembar-handlebargrip,HollowGram SAVE SystemBar,0.006,http://purl.org/ontology/bikeo#hollowgram-systembar-save-handlebargrip,HollowGram SystemBar SAVE,0.006,http://purl.org/ontology/bikeo#FrontSet,FrontSet,0.006,http://purl.org/ontology/bikeo#bontrager-comp-handlebargrip,Bontrager Comp,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA4-1-0-251,Chain - Clean with chain cleaning fluid,"S1000DBIKE > AAA > DA4 > 1 > 0 > 251 > Chain - Clean with chain cleaning fluid | TPSMG UK, 2003-2010 Government License - TPSMG 001 Inspect the chain. Do the inspection of the chain as given in the pr",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#HandlebarGrip,HandlebarGrip,0.007,http://purl.org/ontology/bikeo#hollowgram-save-systembar-handlebargrip,HollowGram SAVE SystemBar,0.006,http://purl.org/ontology/bikeo#hollowgram-systembar-save-handlebargrip,HollowGram SystemBar SAVE,0.006,http://purl.org/ontology/bikeo#FrontSet,FrontSet,0.006,http://purl.org/ontology/bikeo#bontrager-comp-handlebargrip,Bontrager Comp,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA4-1-0-414,Drive train - Correlated fault,"S1000DBIKE > AAA > DA4 > 1 > 0 > 414 > Drive train - Correlated fault | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#HandlebarGrip,HandlebarGrip,0.007,http://purl.org/ontology/bikeo#hollowgram-save-systembar-handlebargrip,HollowGram SAVE SystemBar,0.006,http://purl.org/ontology/bikeo#hollowgram-systembar-save-handlebargrip,HollowGram SystemBar SAVE,0.006,http://purl.org/ontology/bikeo#FrontSet,FrontSet,0.006,http://purl.org/ontology/bikeo#bontrager-comp-handlebargrip,Bontrager Comp,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA5-0-0-041,Gears - Description of how it is made,"S1000DBIKE > AAA > DA5 > 0 > 0 > 041 > Gears - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The gears include the mechanism, the hubs and the shifters. The descri",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#RearDerailleur,RearDerailleur,0.009,http://purl.org/ontology/bikeo#Saddle,Saddle,0.007,http://purl.org/ontology/bikeo#SeatPost,SeatPost,0.006,http://purl.org/ontology/bikeo#SeatTube,SeatTube,0.006,http://purl.org/ontology/bikeo#SeatArea,SeatArea,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA5-1-0-041,Mechs - Description of how it is made,"S1000DBIKE > AAA > DA5 > 1 > 0 > 041 > Mechs - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 There are two different types of derailleur, the front and the rear. T",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Saddle,Saddle,0.007,http://purl.org/ontology/bikeo#SeatPost,SeatPost,0.006,http://purl.org/ontology/bikeo#SeatTube,SeatTube,0.006,http://purl.org/ontology/bikeo#SeatArea,SeatArea,0.006,http://purl.org/ontology/bikeo#alloy-micro-adjust-seatpost,Alloy Micro Adjust,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA5-2-0-251,Hubs - Clean with degreasing agent,"S1000DBIKE > AAA > DA5 > 2 > 0 > 251 > Hubs - Clean with degreasing agent | TPSMG UK, 2003-2010 Government License - TPSMG 001 Remove the axle. Use the cone-wrench from the  and remove the locknut fro",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Saddle,Saddle,0.007,http://purl.org/ontology/bikeo#SeatPost,SeatPost,0.006,http://purl.org/ontology/bikeo#SeatTube,SeatTube,0.006,http://purl.org/ontology/bikeo#SeatArea,SeatArea,0.006,http://purl.org/ontology/bikeo#alloy-micro-adjust-seatpost,Alloy Micro Adjust,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-DA5-3-0-041,Shifters - Description of how it is made,"S1000DBIKE > AAA > DA5 > 3 > 0 > 041 > Shifters - Description of how it is made | TPSMG UK, 2003-2010 Government License - TPSMG 001 The thumb shifter is a usual type in modern bicycles. It is possibl",NULL,0.98,llm_rejected,,,http://purl.org/ontology/bikeo#Saddle,Saddle,0.012,http://purl.org/ontology/bikeo#SeatPost,SeatPost,0.006,http://purl.org/ontology/bikeo#SeatTube,SeatTube,0.006,http://purl.org/ontology/bikeo#SeatArea,SeatArea,0.006,http://purl.org/ontology/bikeo#alloy-micro-adjust-seatpost,Alloy Micro Adjust,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-029,Wiring data - Field description,S1000DLIGHTING > AAA > D00 > 0 > 0 > 029 > Wiring data - Field description,NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-040,Electrical system - Description of how it is made and its function,"S1000DLIGHTING > AAA > D00 > 0 > 0 > 040 > Electrical system - Description of how it is made and its function | The illustration that follows (see )
shows the lighting system of the bicycle.",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.012,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.012,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-056,Wiring - Equipment lists,S1000DLIGHTING > AAA > D00 > 0 > 0 > 056 > Wiring - Equipment lists,NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-057,Wiring - Wire list,S1000DLIGHTING > AAA > D00 > 0 > 0 > 057 > Wiring - Wire list,NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-058,Wiring - Loom list,S1000DLIGHTING > AAA > D00 > 0 > 0 > 058 > Wiring - Loom list,NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-341,Lights - Manual test,"S1000DLIGHTING > AAA > D00 > 0 > 0 > 341 > Lights - Manual test | TPSMG UK, 2003-2010 Government License - TPSMG 001 Set the lights to on. Make sure that all the lights operate correctly.",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-413,Lights - Observed fault,"S1000DLIGHTING > AAA > D00 > 0 > 0 > 413 > Lights - Observed fault | TPSMG UK, 2003-2010 Government License - TPSMG 001",http://purl.org/ontology/bikeo#Problem,0.88,llm_reranking,Problem,Problem | is a general class describing some possible problems that could affect a bicycle.,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-700,"Lighting - Assemble, install and connect procedures","S1000DLIGHTING > AAA > D00 > 0 > 0 > 700 > Lighting - Assemble, install and connect procedures | TPSMG UK, 2003-2010 Government License - TPSMG 001 Remove the lighting system from the packaging. Make ",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.012,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.012,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-921,Lighting - Remove and install a new item,"S1000DLIGHTING > AAA > D00 > 0 > 0 > 921 > Lighting - Remove and install a new item | TPSMG UK, 2003-2010 Government License - TPSMG 001 Make sure that the  is cool before you replace it. Do not touch",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.012,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.012,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,,,
http://my-company.com/s1000d/S1000DLIGHTING-AAA-D00-0-0-941,Light system - Illustrated Parts Data - IPD,"S1000DLIGHTING > AAA > D00 > 0 > 0 > 941 > Light system - Illustrated Parts Data - IPD | TPSMG UK, 2003-2010 Government License - TPSMG 001",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-D00-0-0-131,Bicycle - Normal operation procedures (crew),"S1000DBIKE > AAA > D00 > 0 > 0 > 131 > Bicycle - Normal operation procedures (crew) | TPSMG UK, 2003-2010 Government License - TPSMG 001 Pads Free of unwanted material Pads Acceptable pad width Pads A",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
http://my-company.com/s1000d/S1000DBIKE-AAA-D00-0-0-131,Bicycle - Normal operation procedures (crew),"S1000DBIKE > AAA > D00 > 0 > 0 > 131 > Bicycle - Normal operation procedures (crew) | TPSMG UK, 2003-2010 Government License - TPSMG 001 Pads Free of unwanted material Pads Acceptable pad width Pads A",NULL,0.95,llm_rejected,,,http://purl.org/ontology/bikeo#Frame,Frame,0.007,http://purl.org/ontology/bikeo#Bike,Bike,0.006,http://purl.org/ontology/bikeo#CommonPart,CommonPart,0.006,http://purl.org/ontology/bikeo#Problem,Problem,0.006,http://purl.org/ontology/bikeo#ChainArea,ChainArea,0.006,,,
